Date,day,month,year,Customer Age,Customer Gender,data_country,State_encoded,pro_cat_encoded,Sub_Category_encoded,Quantity,Unit Cost,Unit Price,Cost,Revenue,profit
2015-10-08,8,10,2015,54.0,0,,24,3,16,1.0,50.0,55.0,50.0,55.0,5.0
2015-10-08,8,10,2015,54.0,0,,24,3,16,1.0,30.0,31.0,30.0,31.0,1.0
2015-10-08,8,10,2015,23.0,1,,25,3,8,1.0,175.0,190.0,175.0,190.0,15.0
2015-10-09,9,10,2015,24.0,0,,25,2,14,3.0,765.0,767.0,2295.0,2301.0,6.0
2015-10-09,9,10,2015,36.0,1,,23,2,14,2.0,384.5,375.5,769.0,751.0,-18.0
2015-10-10,10,10,2015,53.0,1,,25,3,16,1.0,32.0,33.0,32.0,33.0,1.0
2015-10-10,10,10,2015,40.0,0,,23,3,15,1.0,420.0,456.0,420.0,456.0,36.0
2015-10-10,10,10,2015,53.0,1,,25,3,16,1.0,110.0,110.0,110.0,110.0,0.0
2015-10-10,10,10,2015,40.0,0,,23,2,11,1.0,540.0,465.0,540.0,465.0,-75.0
2015-10-10,10,10,2015,19.0,1,,23,2,14,2.0,1160.0,970.0,2320.0,1940.0,-380.0
2015-10-10,10,10,2015,53.0,1,,25,3,8,1.0,167.0,171.0,167.0,171.0,4.0
2015-10-10,10,10,2015,40.0,0,,23,1,12,2.0,432.0,484.5,864.0,969.0,105.0
2015-10-10,10,10,2015,40.0,0,,23,1,12,2.0,621.0,664.0,1242.0,1328.0,86.0
2015-10-10,10,10,2015,32.0,0,,15,2,14,3.0,765.0,757.333333,2295.0,2272.0,-23.0
2015-10-10,10,10,2015,38.0,1,,23,2,14,2.0,1147.5,1033.5,2295.0,2067.0,-228.0
2015-10-11,11,10,2015,43.0,0,,12,1,10,1.0,135.0,169.0,135.0,169.0,34.0
2015-10-11,11,10,2015,43.0,0,,12,3,15,3.0,350.0,472.0,1050.0,1416.0,366.0
2015-10-11,11,10,2015,43.0,0,,12,2,11,2.0,850.5,877.5,1701.0,1755.0,54.0
2015-10-11,11,10,2015,24.0,1,,24,1,12,2.0,750.0,899.0,1500.0,1798.0,298.0
2015-10-11,11,10,2015,33.0,1,,6,3,16,2.0,175.0,160.5,350.0,321.0,-29.0
2015-10-11,11,10,2015,33.0,1,,6,3,16,1.0,5.0,4.0,5.0,4.0,-1.0
2015-10-11,11,10,2015,35.0,1,,23,3,5,1.0,770.0,862.0,770.0,862.0,92.0
2015-10-11,11,10,2015,33.0,1,,6,3,3,1.0,636.0,774.0,636.0,774.0,138.0
2015-10-11,11,10,2015,33.0,1,,6,2,14,2.0,1147.5,1061.0,2295.0,2122.0,-173.0
2015-10-12,12,10,2015,40.0,0,,13,3,13,1.0,110.0,157.0,110.0,157.0,47.0
2015-10-12,12,10,2015,40.0,0,,13,3,13,2.0,5.0,7.5,10.0,15.0,5.0
2015-10-12,12,10,2015,28.0,1,,25,3,15,2.0,332.5,383.5,665.0,767.0,102.0
2015-10-12,12,10,2015,28.0,1,,25,3,16,2.0,32.5,33.0,65.0,66.0,1.0
2015-10-12,12,10,2015,38.0,0,,22,3,8,1.0,24.0,26.0,24.0,26.0,2.0
2015-10-12,12,10,2015,28.0,1,,25,3,16,1.0,105.0,132.0,105.0,132.0,27.0
2015-10-13,13,10,2015,24.0,1,,25,3,16,2.0,345.0,365.5,690.0,731.0,41.0
2015-10-13,13,10,2015,57.0,1,,24,2,14,1.0,2295.0,2132.0,2295.0,2132.0,-163.0
2015-10-13,13,10,2015,24.0,1,,25,3,16,3.0,16.0,16.666667,48.0,50.0,2.0
2015-10-14,14,10,2015,37.0,0,,23,1,12,2.0,783.0,907.0,1566.0,1814.0,248.0
2015-10-14,14,10,2015,34.0,1,,25,1,10,1.0,135.0,160.0,135.0,160.0,25.0
2015-10-14,14,10,2015,18.0,0,,24,1,12,1.0,1566.0,1780.0,1566.0,1780.0,214.0
2015-10-15,15,10,2015,32.0,0,,24,3,15,2.0,437.5,488.5,875.0,977.0,102.0
2015-10-15,15,10,2015,47.0,0,,23,1,12,1.0,1566.0,1719.0,1566.0,1719.0,153.0
2015-10-15,15,10,2015,32.0,0,,24,3,16,3.0,1.33,1.333333,4.0,4.0,0.0
2015-10-15,15,10,2015,32.0,0,,24,3,16,2.0,114.0,127.0,228.0,254.0,26.0
2015-10-15,15,10,2015,39.0,0,,25,3,16,3.0,116.67,136.0,350.0,408.0,58.0
2015-10-15,15,10,2015,39.0,0,,25,3,16,1.0,60.0,69.0,60.0,69.0,9.0
2015-10-16,16,10,2015,50.0,1,,25,1,12,1.0,1500.0,1587.0,1500.0,1587.0,87.0
2015-10-16,16,10,2015,30.0,1,,25,3,15,1.0,350.0,388.0,350.0,388.0,38.0
2015-10-16,16,10,2015,46.0,0,,25,1,1,3.0,87.0,96.333333,261.0,289.0,28.0
2015-10-16,16,10,2015,36.0,0,,22,3,16,2.0,30.0,30.0,60.0,60.0,0.0
2015-10-16,16,10,2015,36.0,0,,22,3,16,3.0,0.67,1.0,2.0,3.0,1.0
2015-10-17,17,10,2015,54.0,1,,18,3,16,1.0,319.0,418.0,319.0,418.0,99.0
2015-10-17,17,10,2015,30.0,0,,17,3,16,2.0,4.5,6.0,9.0,12.0,3.0
2015-10-17,17,10,2015,54.0,1,,18,3,15,2.0,210.0,282.5,420.0,565.0,145.0
2015-10-17,17,10,2015,64.0,0,,24,3,16,1.0,92.0,106.0,92.0,106.0,14.0
2015-10-17,17,10,2015,30.0,0,,17,3,16,1.0,100.0,121.0,100.0,121.0,21.0
2015-10-17,17,10,2015,37.0,0,,24,3,8,2.0,28.0,32.5,56.0,65.0,9.0
2015-10-17,17,10,2015,42.0,0,,20,2,14,2.0,1147.5,938.0,2295.0,1876.0,-419.0
2015-10-17,17,10,2015,64.0,0,,24,3,15,3.0,186.67,207.0,560.0,621.0,61.0
2015-10-17,17,10,2015,54.0,1,,18,3,16,2.0,22.5,29.0,45.0,58.0,13.0
2015-10-18,18,10,2015,43.0,0,,25,3,16,3.0,46.67,54.666667,140.0,164.0,24.0
2015-10-18,18,10,2015,64.0,1,,23,3,15,1.0,105.0,107.0,105.0,107.0,2.0
2015-10-18,18,10,2015,26.0,0,,22,1,12,1.0,702.0,788.0,702.0,788.0,86.0
2015-10-18,18,10,2015,43.0,0,,25,1,4,2.0,254.0,288.5,508.0,577.0,69.0
2015-10-18,18,10,2015,39.0,1,,13,1,12,1.0,1250.0,1604.0,1250.0,1604.0,354.0
2015-10-18,18,10,2015,39.0,0,,25,3,16,3.0,16.67,18.666667,50.0,56.0,6.0
2015-10-18,18,10,2015,43.0,0,,25,3,16,2.0,367.5,409.5,735.0,819.0,84.0
2015-10-18,18,10,2015,39.0,0,,25,3,16,2.0,348.0,365.0,696.0,730.0,34.0
2015-10-18,18,10,2015,57.0,0,,24,1,12,1.0,950.0,925.0,950.0,925.0,-25.0
2015-10-18,18,10,2015,57.0,0,,24,1,10,3.0,90.0,104.333333,270.0,313.0,43.0
2015-10-18,18,10,2015,39.0,0,,25,3,16,1.0,150.0,172.0,150.0,172.0,22.0
2015-10-19,19,10,2015,23.0,1,,23,3,13,1.0,140.0,167.0,140.0,167.0,27.0
2015-10-20,20,10,2015,44.0,0,,24,3,16,1.0,595.0,668.0,595.0,668.0,73.0
2015-10-20,20,10,2015,44.0,0,,24,3,16,1.0,80.0,83.0,80.0,83.0,3.0
2015-10-20,20,10,2015,28.0,1,,25,3,15,3.0,140.0,152.333333,420.0,457.0,37.0
2015-10-20,20,10,2015,32.0,1,,25,3,8,1.0,32.0,33.0,32.0,33.0,1.0
2015-10-21,21,10,2015,43.0,0,,12,2,11,1.0,2443.0,2927.0,2443.0,2927.0,484.0
2015-10-21,21,10,2015,27.0,1,,25,3,15,1.0,105.0,108.0,105.0,108.0,3.0
2015-10-21,21,10,2015,30.0,0,,23,1,12,2.0,783.0,873.0,1566.0,1746.0,180.0
2015-10-21,21,10,2015,42.0,0,,23,3,16,1.0,522.0,558.0,522.0,558.0,36.0
2015-10-22,22,10,2015,27.0,1,,25,1,12,2.0,567.0,573.0,1134.0,1146.0,12.0
2015-10-22,22,10,2015,33.0,0,,24,3,16,3.0,141.67,150.666667,425.0,452.0,27.0
2015-10-22,22,10,2015,44.0,1,,24,3,16,3.0,1.67,2.0,5.0,6.0,1.0
2015-10-22,22,10,2015,33.0,0,,24,3,16,3.0,21.33,23.333333,64.0,70.0,6.0
2015-10-22,22,10,2015,53.0,1,,25,3,5,2.0,330.0,350.5,660.0,701.0,41.0
2015-10-22,22,10,2015,27.0,1,,25,3,15,1.0,245.0,252.0,245.0,252.0,7.0
2015-10-22,22,10,2015,44.0,1,,24,3,16,2.0,15.0,16.5,30.0,33.0,3.0
2015-10-22,22,10,2015,32.0,0,,24,1,10,3.0,33.0,33.0,99.0,99.0,0.0
2015-10-22,22,10,2015,38.0,0,,24,3,15,1.0,35.0,41.0,35.0,41.0,6.0
2015-10-22,22,10,2015,53.0,1,,25,3,13,1.0,240.0,237.0,240.0,237.0,-3.0
2015-10-23,23,10,2015,27.0,0,,24,3,16,3.0,20.0,22.666667,60.0,68.0,8.0
2015-10-23,23,10,2015,44.0,0,,11,1,10,2.0,90.0,125.5,180.0,251.0,71.0
2015-10-23,23,10,2015,30.0,1,,25,3,13,1.0,300.0,297.0,300.0,297.0,-3.0
2015-10-23,23,10,2015,27.0,0,,24,3,16,3.0,58.33,66.333333,175.0,199.0,24.0
2015-10-23,23,10,2015,30.0,1,,25,3,13,2.0,57.5,65.0,115.0,130.0,15.0
2015-10-23,23,10,2015,53.0,1,,25,2,14,3.0,765.0,802.666667,2295.0,2408.0,113.0
2015-10-23,23,10,2015,53.0,1,,25,3,5,1.0,1210.0,1235.0,1210.0,1235.0,25.0
2015-10-23,23,10,2015,27.0,0,,24,1,12,3.0,16.67,16.333333,50.0,49.0,-1.0
2015-10-23,23,10,2015,53.0,1,,25,3,13,1.0,10.0,11.0,10.0,11.0,1.0
2015-10-23,23,10,2015,23.0,1,,23,3,13,2.0,13.5,15.5,27.0,31.0,4.0
2015-10-23,23,10,2015,23.0,1,,23,3,13,2.0,20.0,24.5,40.0,49.0,9.0
2015-10-25,25,10,2015,24.0,1,,25,3,16,2.0,424.0,445.5,848.0,891.0,43.0
2015-10-25,25,10,2015,27.0,1,,21,3,16,1.0,23.0,30.0,23.0,30.0,7.0
2015-10-25,25,10,2015,53.0,1,,25,3,16,3.0,11.33,13.333333,34.0,40.0,6.0
2015-10-25,25,10,2015,27.0,1,,21,3,16,2.0,44.0,60.0,88.0,120.0,32.0
2015-10-25,25,10,2015,30.0,1,,25,3,13,1.0,45.0,45.0,45.0,45.0,0.0
2015-10-25,25,10,2015,53.0,1,,25,2,11,1.0,1120.0,969.0,1120.0,969.0,-151.0
2015-10-25,25,10,2015,53.0,1,,25,3,16,2.0,37.5,39.0,75.0,78.0,3.0
2015-10-25,25,10,2015,40.0,0,,23,3,15,2.0,420.0,462.5,840.0,925.0,85.0
2015-10-25,25,10,2015,28.0,1,,25,3,16,2.0,87.5,103.0,175.0,206.0,31.0
2015-10-25,25,10,2015,28.0,1,,25,3,16,2.0,5.5,6.0,11.0,12.0,1.0
2015-10-25,25,10,2015,24.0,1,,25,2,14,2.0,1147.5,1036.5,2295.0,2073.0,-222.0
2015-10-25,25,10,2015,24.0,1,,25,3,16,1.0,105.0,113.0,105.0,113.0,8.0
2015-10-25,25,10,2015,24.0,1,,25,3,16,1.0,65.0,75.0,65.0,75.0,10.0
2015-10-25,25,10,2015,40.0,0,,23,1,12,1.0,108.0,128.0,108.0,128.0,20.0
2015-10-26,26,10,2015,53.0,1,,25,1,12,3.0,483.33,522.333333,1450.0,1567.0,117.0
2015-10-26,26,10,2015,34.0,1,,25,1,12,2.0,243.0,283.0,486.0,566.0,80.0
2015-10-26,26,10,2015,24.0,1,,25,2,14,2.0,1160.0,1069.5,2320.0,2139.0,-181.0
2015-10-26,26,10,2015,22.0,0,,18,3,13,2.0,7.5,10.5,15.0,21.0,6.0
2015-10-26,26,10,2015,22.0,0,,18,3,13,3.0,43.33,52.666667,130.0,158.0,28.0
2015-10-26,26,10,2015,22.0,0,,18,2,14,1.0,2295.0,2675.0,2295.0,2675.0,380.0
2015-10-26,26,10,2015,20.0,1,,24,1,12,2.0,216.0,213.0,432.0,426.0,-6.0
2015-10-26,26,10,2015,37.0,0,,25,3,5,1.0,770.0,823.0,770.0,823.0,53.0
2015-10-26,26,10,2015,53.0,1,,25,1,10,2.0,108.0,103.5,216.0,207.0,-9.0
2015-10-27,27,10,2015,53.0,1,,25,1,10,1.0,72.0,73.0,72.0,73.0,1.0
2015-10-27,27,10,2015,53.0,1,,25,1,12,3.0,300.0,342.666667,900.0,1028.0,128.0
2015-10-27,27,10,2015,36.0,1,,21,2,14,3.0,773.33,835.333333,2320.0,2506.0,186.0
2015-10-27,27,10,2015,36.0,1,,21,1,12,1.0,150.0,178.0,150.0,178.0,28.0
2015-10-27,27,10,2015,36.0,1,,21,1,1,1.0,216.0,265.0,216.0,265.0,49.0
2015-10-28,28,10,2015,39.0,0,,25,3,15,1.0,980.0,1034.0,980.0,1034.0,54.0
2015-10-28,28,10,2015,34.0,1,,22,3,16,2.0,12.0,14.0,24.0,28.0,4.0
2015-10-28,28,10,2015,28.0,1,,25,3,16,2.0,455.0,539.5,910.0,1079.0,169.0
2015-10-28,28,10,2015,34.0,1,,22,3,16,2.0,375.0,389.0,750.0,778.0,28.0
2015-10-28,28,10,2015,39.0,0,,25,3,16,1.0,420.0,432.0,420.0,432.0,12.0
2015-10-28,28,10,2015,36.0,0,,22,1,12,2.0,243.0,262.0,486.0,524.0,38.0
2015-10-28,28,10,2015,33.0,0,,25,1,12,3.0,400.0,456.0,1200.0,1368.0,168.0
2015-10-28,28,10,2015,39.0,0,,25,3,16,3.0,3.33,3.666667,10.0,11.0,1.0
2015-10-28,28,10,2015,23.0,1,,23,3,13,1.0,120.0,136.0,120.0,136.0,16.0
2015-10-28,28,10,2015,23.0,1,,23,3,13,1.0,117.0,146.0,117.0,146.0,29.0
2015-10-28,28,10,2015,32.0,0,,24,2,14,3.0,765.0,695.666667,2295.0,2087.0,-208.0
2015-10-28,28,10,2015,38.0,1,,23,1,12,2.0,567.0,671.0,1134.0,1342.0,208.0
2015-10-28,28,10,2015,43.0,1,,10,3,15,1.0,455.0,503.0,455.0,503.0,48.0
2015-10-28,28,10,2015,24.0,0,,25,2,14,3.0,765.0,818.0,2295.0,2454.0,159.0
2015-10-28,28,10,2015,28.0,1,,25,3,16,1.0,145.0,147.0,145.0,147.0,2.0
2015-10-28,28,10,2015,38.0,1,,23,2,9,1.0,1215.0,1284.0,1215.0,1284.0,69.0
2015-10-29,29,10,2015,34.0,1,,25,3,16,2.0,45.0,49.5,90.0,99.0,9.0
2015-10-29,29,10,2015,34.0,1,,25,3,16,2.0,350.0,393.5,700.0,787.0,87.0
2015-10-30,30,10,2015,47.0,0,,23,1,12,3.0,18.0,21.0,54.0,63.0,9.0
2015-10-30,30,10,2015,36.0,1,,23,2,14,3.0,180.0,183.666667,540.0,551.0,11.0
2015-10-30,30,10,2015,42.0,1,,16,3,15,2.0,17.5,15.0,35.0,30.0,-5.0
2015-10-30,30,10,2015,42.0,1,,16,2,14,2.0,1160.0,1243.0,2320.0,2486.0,166.0
2015-10-31,31,10,2015,31.0,1,,23,3,15,2.0,367.5,452.5,735.0,905.0,170.0
2015-10-31,31,10,2015,39.0,1,,23,3,16,3.0,21.33,25.0,64.0,75.0,11.0
2015-10-31,31,10,2015,39.0,1,,23,2,14,3.0,773.33,704.333333,2320.0,2113.0,-207.0
2015-10-31,31,10,2015,40.0,0,,23,3,15,2.0,437.5,441.5,875.0,883.0,8.0
2015-11-01,1,11,2015,24.0,1,,25,2,14,1.0,2320.0,2214.0,2320.0,2214.0,-106.0
2015-11-01,1,11,2015,34.0,1,,25,1,10,1.0,243.0,245.0,243.0,245.0,2.0
2015-11-02,2,11,2015,41.0,0,,18,1,10,3.0,36.0,45.666667,108.0,137.0,29.0
2015-11-02,2,11,2015,41.0,0,,18,2,9,3.0,794.67,931.333333,2384.0,2794.0,410.0
2015-11-02,2,11,2015,66.0,0,,25,3,16,1.0,27.0,30.0,27.0,30.0,3.0
2015-11-02,2,11,2015,57.0,1,,20,3,13,1.0,140.0,184.0,140.0,184.0,44.0
2015-11-02,2,11,2015,57.0,1,,20,3,13,1.0,81.0,74.0,81.0,74.0,-7.0
2015-11-03,3,11,2015,38.0,0,,24,3,16,1.0,105.0,116.0,105.0,116.0,11.0
2015-11-03,3,11,2015,40.0,0,,12,3,13,3.0,25.0,34.0,75.0,102.0,27.0
2015-11-03,3,11,2015,64.0,1,,25,3,16,1.0,15.0,16.0,15.0,16.0,1.0
2015-11-03,3,11,2015,64.0,1,,25,3,16,2.0,157.5,178.0,315.0,356.0,41.0
2015-11-03,3,11,2015,40.0,0,,12,1,10,2.0,76.5,109.5,153.0,219.0,66.0
2015-11-03,3,11,2015,40.0,0,,12,3,13,3.0,73.33,98.0,220.0,294.0,74.0
2015-11-03,3,11,2015,35.0,0,,25,3,16,1.0,55.0,56.0,55.0,56.0,1.0
2015-11-03,3,11,2015,35.0,0,,25,3,16,3.0,93.33,94.333333,280.0,283.0,3.0
2015-11-03,3,11,2015,35.0,0,,25,3,8,1.0,183.0,181.0,183.0,181.0,-2.0
2015-11-03,3,11,2015,34.0,1,,25,3,16,2.0,159.5,194.5,319.0,389.0,70.0
2015-11-03,3,11,2015,30.0,1,,24,1,12,2.0,135.0,139.5,270.0,279.0,9.0
2015-11-03,3,11,2015,38.0,0,,24,3,15,1.0,455.0,505.0,455.0,505.0,50.0
2015-11-04,4,11,2015,60.0,1,,25,2,11,1.0,540.0,453.0,540.0,453.0,-87.0
2015-11-04,4,11,2015,66.0,0,,25,3,16,3.0,14.67,14.333333,44.0,43.0,-1.0
2015-11-04,4,11,2015,66.0,0,,25,3,16,3.0,23.33,26.333333,70.0,79.0,9.0
2015-11-04,4,11,2015,46.0,0,,9,2,9,2.0,607.5,760.0,1215.0,1520.0,305.0
2015-11-04,4,11,2015,46.0,0,,9,3,16,2.0,42.5,50.5,85.0,101.0,16.0
2015-11-04,4,11,2015,46.0,0,,9,3,15,2.0,525.0,653.5,1050.0,1307.0,257.0
2015-11-04,4,11,2015,66.0,0,,25,3,16,1.0,70.0,81.0,70.0,81.0,11.0
2015-11-04,4,11,2015,46.0,0,,9,3,16,2.0,232.0,247.0,464.0,494.0,30.0
2015-11-05,5,11,2015,39.0,0,,25,3,16,1.0,75.0,83.0,75.0,83.0,8.0
2015-11-05,5,11,2015,34.0,1,,25,3,16,3.0,105.0,117.666667,315.0,353.0,38.0
2015-11-05,5,11,2015,43.0,0,,25,2,11,1.0,1120.0,1062.0,1120.0,1062.0,-58.0
2015-11-05,5,11,2015,30.0,1,,25,1,10,1.0,198.0,187.0,198.0,187.0,-11.0
2015-11-05,5,11,2015,39.0,0,,25,3,15,3.0,315.0,373.333333,945.0,1120.0,175.0
2015-11-05,5,11,2015,34.0,1,,25,3,15,3.0,256.67,292.0,770.0,876.0,106.0
2015-11-05,5,11,2015,34.0,1,,25,3,16,2.0,25.0,24.5,50.0,49.0,-1.0
2015-11-05,5,11,2015,32.0,0,,24,2,14,2.0,1147.5,1002.0,2295.0,2004.0,-291.0
2015-11-06,6,11,2015,52.0,0,,16,2,11,1.0,540.0,444.0,540.0,444.0,-96.0
2015-11-06,6,11,2015,30.0,1,,25,3,13,2.0,30.0,33.0,60.0,66.0,6.0
2015-11-06,6,11,2015,32.0,1,,25,2,14,3.0,773.33,655.333333,2320.0,1966.0,-354.0
2015-11-06,6,11,2015,30.0,1,,25,3,13,1.0,105.0,112.0,105.0,112.0,7.0
2015-11-06,6,11,2015,52.0,0,,16,3,13,1.0,108.0,97.0,108.0,97.0,-11.0
2015-11-07,7,11,2015,22.0,1,,24,3,16,2.0,27.5,30.5,55.0,61.0,6.0
2015-11-07,7,11,2015,35.0,0,,25,3,16,2.0,18.5,19.0,37.0,38.0,1.0
2015-11-07,7,11,2015,35.0,0,,25,3,16,2.0,2.0,2.5,4.0,5.0,1.0
2015-11-07,7,11,2015,58.0,1,,25,2,11,2.0,270.0,256.0,540.0,512.0,-28.0
2015-11-07,7,11,2015,22.0,1,,24,3,16,1.0,145.0,167.0,145.0,167.0,22.0
2015-11-07,7,11,2015,20.0,0,,14,3,15,2.0,227.5,281.5,455.0,563.0,108.0
2015-11-07,7,11,2015,27.0,1,,25,1,12,1.0,50.0,53.0,50.0,53.0,3.0
2015-11-07,7,11,2015,39.0,0,,25,3,15,2.0,455.0,523.5,910.0,1047.0,137.0
2015-11-07,7,11,2015,35.0,0,,25,3,16,2.0,391.0,425.0,782.0,850.0,68.0
2015-11-08,8,11,2015,34.0,1,,25,1,12,2.0,525.0,519.0,1050.0,1038.0,-12.0
2015-11-08,8,11,2015,30.0,1,,25,3,15,2.0,140.0,150.5,280.0,301.0,21.0
2015-11-08,8,11,2015,39.0,1,,23,2,9,2.0,1192.0,1227.5,2384.0,2455.0,71.0
2015-11-08,8,11,2015,39.0,1,,23,3,16,1.0,870.0,1002.0,870.0,1002.0,132.0
2015-11-08,8,11,2015,39.0,1,,23,3,16,2.0,70.0,82.0,140.0,164.0,24.0
2015-11-08,8,11,2015,44.0,1,,24,3,16,1.0,1015.0,1090.0,1015.0,1090.0,75.0
2015-11-08,8,11,2015,44.0,1,,24,3,16,2.0,26.5,27.5,53.0,55.0,2.0
2015-11-08,8,11,2015,40.0,0,,23,3,16,1.0,150.0,162.0,150.0,162.0,12.0
2015-11-08,8,11,2015,34.0,1,,25,1,10,3.0,18.0,17.0,54.0,51.0,-3.0
2015-11-08,8,11,2015,44.0,1,,24,3,16,2.0,42.5,47.0,85.0,94.0,9.0
2015-11-09,9,11,2015,58.0,0,,25,2,11,2.0,1221.5,1229.0,2443.0,2458.0,15.0
2015-11-09,9,11,2015,31.0,0,,24,1,12,3.0,283.33,297.0,850.0,891.0,41.0
2015-11-09,9,11,2015,71.0,0,,23,3,15,3.0,128.33,139.666667,385.0,419.0,34.0
2015-11-09,9,11,2015,71.0,0,,20,3,15,1.0,630.0,691.0,630.0,691.0,61.0
2015-11-10,10,11,2015,60.0,0,,25,3,8,2.0,8.0,8.0,16.0,16.0,0.0
2015-11-10,10,11,2015,32.0,1,,24,2,14,3.0,765.0,721.666667,2295.0,2165.0,-130.0
2015-11-10,10,11,2015,25.0,0,,25,3,3,1.0,636.0,716.0,636.0,716.0,80.0
2015-11-10,10,11,2015,44.0,0,,25,3,8,2.0,111.5,130.0,223.0,260.0,37.0
2015-11-11,11,11,2015,28.0,0,,24,3,13,2.0,75.0,81.0,150.0,162.0,12.0
2015-11-11,11,11,2015,63.0,1,,25,3,16,2.0,367.5,455.5,735.0,911.0,176.0
2015-11-11,11,11,2015,28.0,0,,24,3,13,3.0,33.33,35.666667,100.0,107.0,7.0
2015-11-11,11,11,2015,40.0,0,,23,3,16,3.0,175.0,207.333333,525.0,622.0,97.0
2015-11-12,12,11,2015,65.0,1,,25,1,12,3.0,350.0,374.333333,1050.0,1123.0,73.0
2015-11-12,12,11,2015,26.0,0,,25,3,16,3.0,93.33,106.333333,280.0,319.0,39.0
2015-11-12,12,11,2015,26.0,0,,25,3,16,3.0,31.67,31.333333,95.0,94.0,-1.0
2015-11-12,12,11,2015,38.0,0,,24,3,16,1.0,100.0,105.0,100.0,105.0,5.0
2015-11-13,13,11,2015,42.0,0,,23,3,16,2.0,46.0,48.0,92.0,96.0,4.0
2015-11-13,13,11,2015,42.0,0,,23,3,16,2.0,182.5,188.5,365.0,377.0,12.0
2015-11-13,13,11,2015,29.0,1,,19,3,16,2.0,18.5,18.5,37.0,37.0,0.0
2015-11-13,13,11,2015,19.0,1,,19,2,14,3.0,765.0,618.0,2295.0,1854.0,-441.0
2015-11-13,13,11,2015,19.0,1,,19,3,16,3.0,16.67,18.0,50.0,54.0,4.0
2015-11-13,13,11,2015,29.0,1,,19,3,16,3.0,43.33,60.0,130.0,180.0,50.0
2015-11-13,13,11,2015,29.0,1,,19,3,16,3.0,96.67,122.333333,290.0,367.0,77.0
2015-11-13,13,11,2015,37.0,0,,24,3,8,2.0,16.0,16.5,32.0,33.0,1.0
2015-11-13,13,11,2015,33.0,0,,20,2,14,1.0,2320.0,2093.0,2320.0,2093.0,-227.0
2015-11-15,15,11,2015,33.0,0,,24,3,16,1.0,140.0,150.0,140.0,150.0,10.0
2015-11-15,15,11,2015,24.0,1,,24,1,12,3.0,504.0,537.333333,1512.0,1612.0,100.0
2015-11-15,15,11,2015,24.0,1,,25,3,16,3.0,96.67,107.666667,290.0,323.0,33.0
2015-11-15,15,11,2015,40.0,0,,2,3,16,3.0,19.0,19.666667,57.0,59.0,2.0
2015-11-15,15,11,2015,35.0,0,,25,3,16,2.0,175.0,176.0,350.0,352.0,2.0
2015-11-15,15,11,2015,35.0,0,,25,3,16,1.0,95.0,102.0,95.0,102.0,7.0
2015-11-15,15,11,2015,45.0,0,,22,2,14,3.0,773.33,702.0,2320.0,2106.0,-214.0
2015-11-15,15,11,2015,19.0,1,,22,2,14,3.0,256.33,231.666667,769.0,695.0,-74.0
2015-11-16,16,11,2015,24.0,1,,25,3,16,2.0,2.5,2.5,5.0,5.0,0.0
2015-11-16,16,11,2015,35.0,0,,25,3,16,1.0,560.0,610.0,560.0,610.0,50.0
2015-11-16,16,11,2015,24.0,1,,25,3,16,1.0,80.0,94.0,80.0,94.0,14.0
2015-11-16,16,11,2015,24.0,1,,25,2,11,1.0,2443.0,2511.0,2443.0,2511.0,68.0
2015-11-16,16,11,2015,24.0,1,,25,3,16,3.0,130.33,132.0,391.0,396.0,5.0
2015-11-16,16,11,2015,39.0,0,,11,3,13,3.0,70.0,95.0,210.0,285.0,75.0
2015-11-16,16,11,2015,24.0,1,,24,2,14,1.0,2320.0,2152.0,2320.0,2152.0,-168.0
2015-11-16,16,11,2015,39.0,0,,11,3,13,1.0,145.0,203.0,145.0,203.0,58.0
2015-11-17,17,11,2015,30.0,1,,25,3,13,1.0,90.0,96.0,90.0,96.0,6.0
2015-11-17,17,11,2015,36.0,0,,24,3,3,2.0,159.0,192.0,318.0,384.0,66.0
2015-11-17,17,11,2015,36.0,0,,24,3,8,1.0,16.0,17.0,16.0,17.0,1.0
2015-11-17,17,11,2015,30.0,1,,25,3,13,2.0,5.0,5.5,10.0,11.0,1.0
2015-11-18,18,11,2015,44.0,0,,24,3,16,3.0,15.33,17.0,46.0,51.0,5.0
2015-11-18,18,11,2015,39.0,0,,25,3,15,2.0,227.5,268.5,455.0,537.0,82.0
2015-11-18,18,11,2015,24.0,0,,15,1,12,3.0,504.0,562.0,1512.0,1686.0,174.0
2015-11-19,19,11,2015,24.0,1,,25,3,16,1.0,406.0,398.0,406.0,398.0,-8.0
2015-11-19,19,11,2015,34.0,1,,25,3,15,2.0,175.0,185.0,350.0,370.0,20.0
2015-11-19,19,11,2015,59.0,0,,24,3,16,3.0,50.0,53.666667,150.0,161.0,11.0
2015-11-19,19,11,2015,40.0,0,,23,3,16,2.0,12.5,13.5,25.0,27.0,2.0
2015-11-19,19,11,2015,40.0,0,,23,3,16,3.0,11.67,13.666667,35.0,41.0,6.0
2015-11-19,19,11,2015,33.0,0,,24,2,11,1.0,1701.0,1711.0,1701.0,1711.0,10.0
2015-11-19,19,11,2015,38.0,1,,23,2,14,3.0,773.33,703.0,2320.0,2109.0,-211.0
2015-11-19,19,11,2015,24.0,1,,25,3,16,2.0,30.0,36.0,60.0,72.0,12.0
2015-11-19,19,11,2015,40.0,0,,23,2,14,2.0,1147.5,1034.0,2295.0,2068.0,-227.0
